1,68646,10
1,113277,10
2,422720,8
2,454876,8
2,790636,7
2,816711,8
2,1091191,7
2,1103275,7
2,1322269,7
2,1433811,8
2,1454468,8
2,1535109,8
2,1675434,8
2,1798709,10
2,2017038,7
2,2024544,10
2,2294629,8
3,1300854,7
4,54953,5
4,120863,1
5,2103281,6
6,1764234,8
6,1790885,9
6,2053463,7
7,385002,10
7,1220198,10
7,1462900,10
7,1512685,10
7,1631707,10
7,1986994,1
7,1999995,10
8,65207,3
8,363163,8
8,985699,7
9,3294634,6
10,452623,10
11,1980929,7
12,800241,7
13,2258858,8
14,54953,5
14,120863,1
15,359950,7
15,770828,9
15,831387,7
15,1091191,8
15,1170358,7
15,1210819,4
15,1430132,7
15,1490017,8
15,1535108,6
15,1663662,6
15,1843866,8
15,1872181,8
15,2103281,8
15,2179136,7
15,2267998,7
15,2333784,5
15,2334879,5
15,2713180,6
15,2872732,5
16,109506,9
17,1210819,7
18,54953,5
18,120863,1
19,109830,8
19,1535109,7
20,108002,7
20,108399,9
20,111161,10
20,418279,9
20,453562,7
20,790724,8
20,816711,5
20,1045658,8
20,1055369,9
20,1232829,5
20,1272878,6
20,1300854,6
20,1399103,8
20,1588173,5
20,1606378,5
20,1606389,8
20,1636826,1
20,1659337,8
20,1670345,6
20,1763303,7
20,1855199,2
20,1905041,5
20,1945062,5
20,1981677,5
20,2194499,8
21,120338,10
21,120737,10
21,167260,10
21,167261,10
21,266543,10
21,325980,10
21,454876,10
21,468569,10
21,848228,10
21,910970,10
21,986264,10
21,1074638,9
21,1187043,10
21,1201607,10
21,1300854,9
21,1345836,10
21,1375666,10
21,1905041,9
21,1951261,8
22,2172584,8
22,2345737,9
23,882977,7
23,1446192,8
24,1602613,7
25,1631867,9
25,1790864,9
25,2015381,10
25,2582846,10
26,1535109,8
27,1203517,4
27,1343092,6
27,1411250,6
27,1727388,9
27,1853739,2
28,68646,9
28,1211956,10
28,1392214,9
28,1411250,5
28,1690953,7
28,2171867,2
28,2644714,1
29,61714,6
29,71615,10
29,79501,6
29,82243,2
29,82694,7
29,86250,9
29,93137,7
29,93822,6
29,95705,6
29,96256,7
29,98253,8
29,102803,4
29,108399,7
29,112818,8
29,116282,7
29,117407,8
29,120201,8
29,133189,8
29,146882,8
29,163978,8
29,203009,1
29,208092,7
29,247199,6
29,289944,7
29,320244,2
29,338013,6
29,364569,9
29,376136,8
29,379725,8
29,381849,8
29,390521,5
29,396184,8
29,425379,8
29,427470,6
29,449467,7
29,450188,9
29,451094,7
29,480025,8
29,756648,7
29,829482,5
29,986233,10
29,990407,4
29,993846,9
29,1034314,4
29,1043844,3
29,1124035,8
29,1172570,7
29,1232829,7
29,1234719,6
29,1259014,7
29,1270291,3
29,1343092,6
29,1375666,9
29,1450321,7
29,1549920,5
29,1588895,10
29,1684233,6
29,1692486,7
29,1821549,8
29,1924429,8
29,1928330,4
29,1956620,5
29,2172935,7
29,2193215,6
29,2278388,8
29,2294449,7
29,2581244,8
29,2582846,4
29,2872718,8
29,2975578,7
30,65938,9
31,1650554,8
32,59578,8
32,62622,10
32,63663,9
32,87544,7
